model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume
7 Series,2022,South America,Grey,Diesel,Manual,2.2,6139,52620,4438
X3,2024,Africa,Black,Electric,Automatic,3.1,8116,90941,5646
3 Series,2023,Europe,Silver,Hybrid,Automatic,3.4,16533,54755,3367
5 Series,2023,South America,Red,Electric,Automatic,1.8,101676,38180,296
M3,2023,Africa,Red,Petrol,Manual,2.2,15363,64144,2536
M3,2023,Asia,Grey,Petrol,Automatic,3.5,165833,81470,9204
3 Series,2023,Africa,Silver,Petrol,Automatic,1.6,36959,74241,8297
i3,2023,Asia,White,Electric,Automatic,3.8,151819,107148,6699
X3,2022,North America,Grey,Electric,Manual,3.6,189990,52672,1893
M5,2024,South America,Black,Electric,Automatic,2.3,155452,93032,2631
i8,2024,North America,White,Petrol,Automatic,2.1,23940,117955,8458
M3,2024,Middle East,Grey,Hybrid,Manual,2.5,82725,45507,4926
3 Series,2024,South America,Black,Electric,Automatic,3.4,84306,74084,7456
3 Series,2023,Europe,White,Hybrid,Manual,2.4,104681,32116,6950
X5,2024,Middle East,Silver,Petrol,Manual,1.6,38099,82559,374
X5,2024,Africa,Black,Diesel,Automatic,3.8,22896,67810,3611
5 Series,2024,Europe,Blue,Petrol,Manual,4.2,27737,76493,2181
M3,2022,Asia,Red,Hybrid,Manual,1.7,70447,50269,7446
M5,2024,Europe,Silver,Petrol,Automatic,4.0,41219,32975,7704
i8,2022,North America,Silver,Electric,Automatic,2.9,64363,115651,9618
3 Series,2023,Middle East,Grey,Electric,Automatic,4.1,13152,83971,431
i8,2021,Africa,Blue,Electric,Automatic,2.3,41663,79382,6248
X1,2020,North America,White,Electric,Manual,2.6,20099,32481,7301
X1,2023,Asia,Red,Petrol,Automatic,1.5,7871,83318,5807
M3,2022,Africa,Grey,Petrol,Manual,1.7,143047,82879,9339
7 Series,2023,Asia,Silver,Hybrid,Automatic,3.9,131767,97346,4973
X1,2022,Asia,Blue,Diesel,Automatic,3.6,158815,55945,1992
7 Series,2020,North America,Grey,Diesel,Automatic,3.9,163009,30184,8365
i8,2022,South America,Red,Petrol,Manual,2.7,168654,100522,6494
i3,2023,Middle East,Silver,Petrol,Manual,3.3,95561,112650,701
7 Series,2021,North America,White,Electric,Automatic,1.5,135481,32871,2972
i3,2021,Africa,Blue,Hybrid,Manual,4.2,156530,34792,2193
i8,2020,Asia,Black,Hybrid,Automatic,1.6,159084,33146,2874
X1,2024,Middle East,Red,Hybrid,Automatic,2.4,55509,79828,9471
X1,2021,South America,Black,Hybrid,Manual,3.9,132496,62718,5533
M5,2022,Africa,Red,Diesel,Automatic,2.6,20209,30194,7686
i3,2023,Africa,Blue,Hybrid,Manual,4.7,60943,63635,170
5 Series,2020,Middle East,Red,Petrol,Automatic,2.2,175366,112773,7568
i3,2020,South America,Silver,Hybrid,Manual,3.8,5418,108852,3182
3 Series,2024,Africa,Silver,Electric,Manual,4.3,89111,94393,9979
M5,2021,Africa,Grey,Hybrid,Manual,3.1,37225,44986,1576
3 Series,2022,Middle East,White,Diesel,Manual,1.7,66918,57425,2393
3 Series,2020,Europe,White,Diesel,Automatic,2.2,48227,107384,6753
3 Series,2021,Asia,Blue,Diesel,Manual,2.6,49838,30489,7249
X5,2020,Middle East,Red,Electric,Automatic,1.9,137935,52567,2140
X5,2020,Asia,Blue,Hybrid,Automatic,3.7,176776,77947,8151
i8,2022,Asia,Silver,Hybrid,Manual,1.7,157001,48631,2151
i3,2022,South America,Silver,Diesel,Manual,4.5,135113,99263,2011
i8,2021,Africa,Blue,Diesel,Automatic,1.7,183902,119211,7379
7 Series,2021,Asia,Silver,Electric,Automatic,3.9,61700,40966,9360
X1,2024,South America,Silver,Petrol,Manual,1.5,191525,77604,3696
X1,2023,Africa,Blue,Petrol,Manual,4.9,15008,47677,4861
3 Series,2023,North America,Blue,Electric,Manual,2.8,82735,91614,1922
X3,2021,North America,White,Petrol,Manual,4.4,198847,50138,2250
5 Series,2022,Europe,White,Diesel,Automatic,4.5,191993,54217,4626
X1,2020,Africa,Silver,Electric,Manual,3.7,189063,42608,537
3 Series,2021,Middle East,Red,Petrol,Manual,2.1,180487,55323,5487
X5,2023,Africa,Red,Hybrid,Manual,4.6,58814,34303,1872
5 Series,2021,Asia,Silver,Hybrid,Automatic,4.3,170115,70434,4025
5 Series,2020,Asia,Black,Petrol,Automatic,2.0,162836,64981,373
M5,2020,Middle East,Blue,Diesel,Automatic,2.2,22954,101339,9125
X6,2024,Asia,White,Hybrid,Automatic,4.2,9686,86725,6900
X6,2021,South America,Grey,Diesel,Manual,4.6,61827,57521,4602
i8,2023,North America,Grey,Electric,Manual,4.0,6494,40421,613
i3,2022,Europe,Silver,Electric,Automatic,3.5,145236,74433,2142
M3,2023,Asia,Silver,Electric,Automatic,2.4,2569,60554,8327
X5,2023,Middle East,Black,Petrol,Manual,4.8,137179,63387,4765
i8,2023,Europe,Black,Hybrid,Automatic,2.7,158079,76689,6523
3 Series,2022,North America,Grey,Electric,Automatic,4.7,183299,114575,1998
X3,2024,North America,Grey,Electric,Automatic,3.2,81079,118730,4994
X1,2023,Middle East,Black,Electric,Manual,3.4,183088,44308,5558
3 Series,2024,South America,Red,Electric,Manual,1.6,19501,85901,358
X6,2022,South America,Grey,Electric,Automatic,4.4,64377,119284,6498
3 Series,2023,Middle East,Silver,Electric,Automatic,1.6,119548,79591,8328
i8,2020,Africa,Black,Diesel,Manual,2.2,44967,43443,8983
i8,2022,North America,Grey,Petrol,Automatic,3.3,154829,51271,4827
X6,2024,Europe,Red,Petrol,Manual,3.0,181557,95623,6860
X3,2023,Europe,Grey,Petrol,Automatic,4.2,88143,56190,2921
X3,2021,South America,White,Diesel,Manual,4.0,188018,91296,9129
i3,2020,Europe,White,Hybrid,Manual,3.4,49137,94193,9233
5 Series,2022,North America,Blue,Petrol,Manual,3.2,71896,50918,9851
X6,2023,Asia,Silver,Petrol,Manual,2.0,187536,100080,735
X1,2020,Asia,White,Hybrid,Manual,2.9,17581,54166,8899
X6,2022,North America,Blue,Hybrid,Manual,2.0,141699,113756,8010
X6,2023,South America,White,Petrol,Manual,2.9,161162,37936,1023
X6,2021,Asia,Red,Electric,Manual,2.6,148537,102901,8577
X5,2022,North America,Red,Hybrid,Automatic,2.4,7021,37264,2190
3 Series,2020,South America,Red,Petrol,Automatic,3.2,173264,97984,3619
3 Series,2023,Africa,Red,Diesel,Manual,3.1,144238,112660,9011
5 Series,2022,Africa,Red,Diesel,Automatic,4.4,140197,49304,4872
X6,2024,Middle East,Grey,Hybrid,Manual,2.3,7810,109625,7207
X6,2021,Europe,Blue,Hybrid,Manual,3.3,122359,43038,9603
M3,2020,Europe,Silver,Hybrid,Manual,3.9,115238,35652,5861
3 Series,2020,Middle East,Silver,Electric,Manual,1.6,65812,84495,9179
X1,2020,South America,Black,Diesel,Manual,4.4,168217,119077,9952
X5,2021,Middle East,Black,Electric,Manual,3.4,107759,35933,443
7 Series,2024,South America,White,Electric,Manual,2.4,147470,36010,3120
M5,2021,Europe,White,Petrol,Manual,4.1,173671,92739,5495
5 Series,2024,Asia,White,Petrol,Manual,4.6,156932,36468,4542
M3,2024,Middle East,White,Hybrid,Manual,1.8,77010,86228,7915
X5,2020,Middle East,White,Electric,Automatic,3.7,90515,102965,8667
5 Series,2021,North America,White,Electric,Automatic,3.6,139002,50743,5692
M3,2022,Africa,Grey,Petrol,Manual,1.9,145413,57331,9709
7 Series,2021,Asia,White,Petrol,Manual,2.5,159417,58612,6636
X6,2022,North America,Silver,Diesel,Manual,3.7,17005,106452,6139
5 Series,2024,Europe,Blue,Hybrid,Automatic,1.9,115858,47033,2754
M3,2020,South America,Silver,Electric,Automatic,2.9,66577,80609,8740
M5,2022,Europe,White,Diesel,Automatic,3.2,136478,106112,3781
M5,2021,Africa,Blue,Hybrid,Manual,4.3,156672,86087,2282
X1,2021,South America,Grey,Hybrid,Manual,4.1,30166,73714,7103
7 Series,2020,Asia,Red,Petrol,Manual,3.6,64343,37559,6345
X6,2022,Europe,Red,Hybrid,Automatic,4.6,51034,85432,9493
M3,2024,North America,Grey,Diesel,Manual,3.8,167543,52647,305
i8,2022,Africa,White,Electric,Manual,4.5,64669,49667,3264
M3,2023,Europe,Grey,Petrol,Automatic,4.1,179311,88859,903
X6,2021,Asia,Black,Electric,Automatic,2.3,163345,54148,4870
i3,2024,South America,White,Diesel,Manual,3.6,13495,82152,2683
M3,2024,Europe,White,Diesel,Manual,2.2,135504,41903,2029
3 Series,2024,Asia,Black,Hybrid,Manual,3.0,26955,97483,3385
X1,2022,Africa,Grey,Petrol,Manual,2.3,69830,34165,5242
X1,2020,Middle East,White,Hybrid,Manual,2.7,175095,68913,4501
M3,2023,North America,Silver,Diesel,Manual,2.5,116486,54826,1871
X6,2024,Africa,Blue,Electric,Automatic,4.8,42624,75908,8228
i3,2020,South America,Grey,Petrol,Manual,3.1,2810,75275,6332
i8,2020,Europe,White,Hybrid,Manual,3.0,25551,82716,7184
X3,2022,North America,Blue,Petrol,Automatic,4.2,40782,66516,5878
i3,2023,Europe,Red,Electric,Automatic,2.7,137778,85405,8376
X6,2024,Asia,Silver,Petrol,Automatic,1.9,80945,48101,9035
X1,2024,Asia,Black,Hybrid,Manual,4.2,188621,104522,2475
X6,2022,North America,Red,Petrol,Manual,4.3,119667,30078,3104
X6,2021,Middle East,Black,Petrol,Automatic,4.1,172491,96446,5308
3 Series,2020,Africa,Silver,Hybrid,Automatic,3.6,53880,101292,2634
X6,2023,South America,Blue,Electric,Manual,3.5,18152,70698,2903
X5,2021,South America,Red,Hybrid,Manual,3.2,107482,89044,7656
X5,2024,North America,Blue,Petrol,Automatic,1.8,146918,69519,3104
i8,2020,Europe,Black,Diesel,Automatic,3.8,154891,60397,1969
5 Series,2024,Africa,Black,Hybrid,Manual,3.3,69381,51122,9255
M3,2023,Asia,Silver,Hybrid,Automatic,4.2,103177,107074,878
X1,2021,North America,Silver,Diesel,Automatic,3.0,127280,68281,856
X5,2024,South America,Blue,Diesel,Automatic,4.6,72847,82944,4058
X5,2020,Asia,Black,Diesel,Manual,3.0,18317,64316,5773
X3,2020,South America,Silver,Hybrid,Manual,2.5,118279,91063,7130
X1,2021,South America,Silver,Electric,Automatic,4.5,172539,78838,2519
7 Series,2021,Europe,Grey,Petrol,Manual,3.0,87981,81151,7446
M3,2023,Europe,Grey,Electric,Manual,3.2,22262,67238,7464
M5,2020,Middle East,Red,Electric,Manual,3.9,130657,109190,2562
M3,2020,Middle East,Silver,Electric,Automatic,2.2,108926,94846,9862
3 Series,2023,Africa,Black,Diesel,Manual,4.5,42091,40289,4286
i8,2023,Middle East,Silver,Petrol,Automatic,3.1,100719,114888,474
X5,2020,Europe,Red,Hybrid,Automatic,2.3,157306,109763,1298
X1,2024,South America,White,Electric,Manual,3.6,5179,62018,2939
7 Series,2024,South America,Black,Hybrid,Automatic,4.6,156306,56068,2486
M3,2023,North America,Grey,Hybrid,Automatic,4.1,66866,78590,223
X5,2023,Asia,Red,Hybrid,Automatic,3.7,103714,66628,5032
7 Series,2023,Africa,White,Diesel,Automatic,2.2,120074,77441,4104
i3,2020,South America,Blue,Petrol,Automatic,2.6,77060,114864,2155
M3,2021,Africa,White,Electric,Manual,2.7,5185,115587,7762
X3,2020,Africa,Black,Electric,Automatic,1.7,181910,103392,8109
M5,2020,North America,Blue,Hybrid,Automatic,3.9,121644,79204,1049
i3,2021,Africa,White,Petrol,Automatic,2.7,23633,33962,6602
X5,2022,Asia,Silver,Diesel,Manual,4.2,21425,111573,8082
X5,2024,Asia,Black,Diesel,Automatic,2.3,46652,94092,3654
5 Series,2021,South America,Blue,Electric,Automatic,3.4,49730,103010,6107
M3,2023,Middle East,Silver,Diesel,Manual,1.7,142288,35876,155
X1,2022,Asia,Red,Hybrid,Manual,3.8,91370,78495,9772
M3,2023,Middle East,Blue,Hybrid,Automatic,3.5,25393,118633,4581
5 Series,2022,Africa,White,Petrol,Automatic,3.9,61575,102150,404
i3,2021,Middle East,Blue,Petrol,Manual,4.7,188296,98091,3367
X6,2023,Asia,Grey,Hybrid,Manual,3.5,170956,31816,7775
i8,2022,Europe,Silver,Hybrid,Manual,4.8,144600,76176,2232
i3,2020,Europe,Grey,Diesel,Manual,2.2,15555,38741,2007
M3,2024,North America,Red,Electric,Automatic,3.5,46983,38062,1531
M3,2021,South America,Grey,Diesel,Manual,3.7,105435,47268,3808
5 Series,2023,South America,Grey,Petrol,Automatic,3.6,168576,113571,1682
M5,2024,Asia,White,Electric,Automatic,2.2,117598,48018,570
5 Series,2021,Middle East,White,Diesel,Manual,3.9,156995,84941,2831
M3,2023,Asia,Grey,Diesel,Automatic,1.7,12401,105278,7203
M3,2024,Africa,Black,Electric,Manual,2.9,71562,107882,6045
3 Series,2023,Europe,Red,Electric,Manual,1.7,16822,75321,2480
X6,2022,North America,Grey,Petrol,Automatic,4.8,67768,60265,6293
X5,2020,Middle East,Grey,Electric,Automatic,3.4,74607,84517,8544
7 Series,2023,Asia,Blue,Electric,Automatic,4.0,153684,58450,8497
3 Series,2023,South America,Silver,Petrol,Automatic,3.7,78009,91659,2139
i8,2020,Africa,Silver,Electric,Manual,2.1,71489,87792,2084
M3,2020,Middle East,Black,Hybrid,Manual,4.0,35452,41089,7965
M3,2023,South America,Silver,Electric,Automatic,4.3,11406,80395,3447
M5,2023,Asia,Black,Petrol,Manual,1.7,12338,79245,8892
i3,2020,Europe,Blue,Petrol,Automatic,3.1,123518,97629,5241
M5,2023,Asia,Black,Electric,Manual,3.6,188928,79114,6263
i8,2020,North America,Silver,Hybrid,Manual,2.6,181911,67923,8689
X6,2020,Middle East,Red,Petrol,Automatic,4.1,143297,75517,3891
X5,2020,Europe,White,Diesel,Automatic,2.7,187636,56113,1070
3 Series,2023,North America,Red,Diesel,Manual,3.2,162089,105334,9210
X5,2021,Asia,Blue,Hybrid,Automatic,3.8,199979,106046,5681
7 Series,2022,South America,Silver,Electric,Manual,3.7,9871,66718,2945
M5,2021,Asia,Grey,Hybrid,Manual,1.7,79943,75948,2962
7 Series,2024,Europe,Red,Petrol,Automatic,1.9,146851,81653,280
i8,2020,Asia,Red,Hybrid,Automatic,2.1,136909,87438,5490
5 Series,2021,Europe,White,Diesel,Manual,4.3,122918,108909,6930
X1,2024,Europe,Grey,Petrol,Automatic,4.9,79349,80194,2757
X3,2024,Africa,Black,Electric,Manual,3.7,26766,34152,6635
7 Series,2023,Europe,Red,Petrol,Manual,2.0,81126,78798,1891
X5,2021,Europe,White,Hybrid,Manual,2.7,9675,76625,1258
3 Series,2023,South America,Silver,Hybrid,Manual,3.6,55306,118346,3048
7 Series,2022,Africa,Red,Electric,Automatic,4.1,139323,101582,1899
5 Series,2022,Asia,Grey,Hybrid,Automatic,4.8,173914,103505,6673
i8,2024,Africa,Grey,Electric,Manual,3.5,173648,70621,7585
7 Series,2023,Middle East,Red,Diesel,Manual,2.7,120974,65550,5224
M5,2020,North America,Grey,Petrol,Manual,3.0,654,110047,3378
X5,2022,Asia,Black,Diesel,Automatic,4.2,184558,83067,7668
X5,2021,North America,White,Electric,Automatic,2.7,183196,112893,9813
7 Series,2024,South America,Blue,Diesel,Automatic,4.0,126914,68649,4431
7 Series,2024,Africa,Grey,Hybrid,Automatic,3.2,60663,43743,9212
5 Series,2023,Africa,Black,Diesel,Automatic,2.6,69735,108155,770
5 Series,2022,North America,White,Petrol,Manual,4.0,122617,88458,7533
X6,2022,Africa,Black,Petrol,Manual,2.5,134707,93818,2294
3 Series,2021,Africa,Red,Petrol,Automatic,3.5,47738,53560,5062
X1,2023,Middle East,Black,Electric,Manual,2.2,94310,109961,9762
M5,2024,North America,Grey,Petrol,Automatic,1.5,95053,34028,8235
i8,2022,South America,Silver,Petrol,Automatic,3.3,56399,80073,6047
M3,2020,Asia,Black,Hybrid,Manual,4.3,114430,91720,1267
X1,2022,Africa,Silver,Diesel,Automatic,3.2,76869,80939,7729
X6,2022,Africa,Black,Hybrid,Automatic,2.1,21525,79259,9585
M5,2021,Middle East,Blue,Diesel,Automatic,2.4,152953,92140,4628
X5,2022,Asia,White,Petrol,Automatic,4.0,39084,109881,5549
i8,2024,South America,Silver,Electric,Automatic,3.2,100841,82309,3866
X1,2024,Asia,Black,Petrol,Automatic,4.0,154065,97173,5723
X5,2023,Africa,Black,Hybrid,Automatic,4.3,10061,60660,9235
5 Series,2022,Europe,Black,Hybrid,Manual,2.2,122414,41925,6527
M3,2023,North America,Blue,Diesel,Automatic,1.8,193914,34507,4027
X5,2024,Middle East,Blue,Petrol,Automatic,3.2,57230,53662,4442
i8,2023,Europe,Grey,Diesel,Manual,4.0,199803,75540,3900
M5,2023,North America,White,Electric,Manual,2.8,80856,99722,7473
i3,2024,North America,White,Petrol,Manual,1.8,119617,41637,1039
X3,2023,Africa,Blue,Petrol,Manual,2.6,62475,117744,9551
X3,2024,North America,Grey,Electric,Automatic,2.6,86611,101255,5125
i3,2021,Europe,Silver,Diesel,Manual,3.1,71722,52506,4979
7 Series,2023,Europe,Red,Electric,Manual,1.9,86267,52622,5007
M5,2021,South America,White,Petrol,Manual,2.5,186335,119546,6898
X1,2022,Asia,Silver,Petrol,Manual,2.1,165825,53130,2432
5 Series,2022,Asia,Blue,Electric,Automatic,3.4,136921,56794,3746
M5,2020,Africa,Black,Electric,Automatic,2.3,135949,35190,435
X6,2021,Africa,Grey,Electric,Automatic,1.9,138148,78974,2246
i8,2023,Asia,Grey,Hybrid,Automatic,4.4,78964,70737,8133
M3,2023,South America,White,Electric,Manual,3.9,111550,67698,8188
M5,2022,Asia,White,Petrol,Manual,2.5,31658,34228,7092
X6,2023,Africa,Blue,Electric,Automatic,2.4,88790,30275,869
X1,2022,Asia,Red,Electric,Manual,4.0,29212,94891,552
M5,2024,Europe,Silver,Diesel,Automatic,2.8,146553,47331,4904
X5,2024,Middle East,Red,Hybrid,Automatic,2.4,86669,35999,1091
X5,2024,Europe,Blue,Petrol,Automatic,3.9,55662,117958,2578
7 Series,2022,Asia,Grey,Diesel,Manual,4.5,114021,69897,8768
i8,2023,North America,Black,Electric,Automatic,4.4,158294,77513,4232
X6,2023,Asia,Blue,Diesel,Automatic,2.9,132678,72597,7152
X1,2023,Europe,Blue,Hybrid,Manual,2.1,90799,78820,7564
X3,2021,Africa,White,Electric,Automatic,2.1,164556,112909,2275
7 Series,2021,Middle East,Grey,Diesel,Manual,1.9,145018,72967,4757
i3,2024,Europe,Grey,Diesel,Automatic,1.8,89594,58813,4696
i3,2022,North America,Grey,Petrol,Automatic,3.7,26733,104833,7898
M3,2021,Europe,Grey,Petrol,Manual,1.9,142684,106763,6754
X6,2024,South America,Blue,Diesel,Automatic,2.4,131417,31817,5601
M5,2024,Middle East,White,Petrol,Automatic,4.7,129347,104567,4529
X6,2024,Asia,Black,Diesel,Automatic,1.6,73067,74684,1341
X1,2020,North America,White,Hybrid,Manual,2.1,95992,44277,1972
X3,2023,Europe,Blue,Diesel,Manual,4.1,94385,111683,5448
3 Series,2020,Europe,Blue,Diesel,Automatic,2.6,96016,70048,3917
X1,2024,Asia,Silver,Petrol,Manual,3.5,94766,88464,6290
7 Series,2021,South America,Silver,Hybrid,Manual,2.9,61296,33821,4526
X5,2021,Africa,Grey,Hybrid,Automatic,4.0,144708,101913,4202
M3,2023,Africa,Black,Hybrid,Manual,3.0,35052,93586,951
i3,2023,Asia,Grey,Diesel,Manual,3.8,172310,99707,8996
7 Series,2020,Asia,Black,Diesel,Manual,3.9,148118,62563,8761
X3,2022,Asia,Silver,Diesel,Automatic,2.1,2383,77478,7667
M3,2024,Asia,Silver,Hybrid,Manual,2.3,74363,62291,4630
X1,2020,South America,Silver,Diesel,Manual,1.5,89212,105507,2022
3 Series,2021,South America,Black,Petrol,Automatic,1.9,66229,52826,1446
M3,2020,South America,Silver,Electric,Manual,3.3,61632,39064,5948
7 Series,2023,South America,Grey,Petrol,Manual,2.6,159328,59983,1937
X5,2024,Africa,Red,Hybrid,Automatic,2.2,176513,106127,2358
i8,2024,North America,Red,Petrol,Manual,2.9,22539,73685,5658
X6,2020,South America,Blue,Petrol,Automatic,4.0,125902,94953,453
M5,2024,South America,White,Diesel,Automatic,3.2,16002,112646,4264
X3,2021,Europe,Grey,Diesel,Manual,2.5,72326,90500,6407
M3,2020,Africa,Blue,Petrol,Automatic,4.4,169990,49979,8169
5 Series,2023,North America,Grey,Electric,Manual,3.8,47805,107462,2209
X5,2023,South America,Black,Diesel,Automatic,2.8,111765,50160,8729
i3,2023,Africa,Grey,Petrol,Automatic,3.8,172869,32371,7535
3 Series,2024,Asia,Silver,Electric,Manual,1.6,7755,116024,1389
X5,2022,Middle East,Blue,Diesel,Manual,4.3,104462,61201,9638
X3,2024,South America,White,Hybrid,Automatic,3.4,133693,89635,3905
5 Series,2024,Middle East,Red,Hybrid,Manual,2.9,185131,44022,7640
5 Series,2023,North America,Black,Diesel,Manual,1.6,134517,89695,6738
i8,2023,North America,White,Petrol,Manual,3.6,89223,107844,9122
7 Series,2022,Asia,Black,Electric,Manual,3.4,94314,80825,367
i3,2024,Europe,Black,Hybrid,Manual,3.6,29853,86338,8593
X1,2021,Middle East,Grey,Diesel,Automatic,1.8,35770,87459,9743
3 Series,2021,South America,White,Petrol,Manual,4.4,97304,77853,7471
7 Series,2024,Africa,Blue,Petrol,Manual,4.5,138542,106875,5832
X5,2024,North America,Grey,Electric,Automatic,3.1,144507,110144,2171
X3,2022,North America,Red,Hybrid,Manual,2.1,174917,72640,3480
M3,2024,Asia,Grey,Electric,Manual,4.0,12127,116452,2981
3 Series,2020,North America,Silver,Hybrid,Automatic,2.6,174734,63706,3392
X5,2020,Middle East,Grey,Diesel,Automatic,2.6,120939,33244,1943
i8,2021,Asia,Grey,Petrol,Manual,3.5,10695,64792,1007
X3,2021,Middle East,Grey,Diesel,Manual,3.3,2391,66505,3032
7 Series,2020,Middle East,Silver,Hybrid,Manual,3.2,83999,111242,9713
X1,2024,Asia,Red,Petrol,Automatic,2.2,105260,77825,3469
X6,2023,Europe,Red,Hybrid,Automatic,1.6,99463,47489,7806
3 Series,2020,Middle East,Grey,Electric,Manual,3.9,83125,101077,1018
X5,2021,Europe,White,Electric,Manual,2.2,1816,114116,5022
i3,2024,North America,Red,Diesel,Automatic,3.3,36235,97983,4419
5 Series,2021,North America,Blue,Electric,Automatic,2.6,117000,48148,2166
X5,2024,Middle East,Silver,Electric,Automatic,2.0,162836,37331,821
X6,2022,Africa,Black,Diesel,Automatic,4.0,46386,93550,4592
X5,2024,Asia,White,Hybrid,Manual,3.7,11605,91497,5038
M5,2020,Europe,Silver,Hybrid,Automatic,3.4,167712,41945,4298
i3,2022,North America,Blue,Diesel,Manual,3.0,37138,77578,7398
X6,2024,North America,Blue,Diesel,Automatic,5.0,11800,48583,3635
X3,2023,North America,Grey,Diesel,Manual,1.6,59027,50690,1145
M3,2024,Africa,Blue,Diesel,Automatic,1.9,14949,30714,228
3 Series,2021,Africa,Blue,Electric,Manual,4.7,166446,106530,5328
5 Series,2024,North America,Blue,Hybrid,Manual,3.3,157616,64217,3630
X1,2021,South America,White,Hybrid,Automatic,4.6,177643,103580,4525
i3,2021,Africa,Grey,Diesel,Automatic,3.8,92603,80999,9350
5 Series,2020,Asia,Silver,Hybrid,Manual,3.3,112434,64137,4448
X1,2021,North America,Blue,Hybrid,Manual,4.9,135718,114065,4433
i8,2022,Africa,Red,Electric,Manual,4.4,130508,75119,302
5 Series,2021,South America,Blue,Diesel,Manual,2.4,103992,54224,6878
X6,2024,Asia,Red,Electric,Manual,4.1,166953,82017,1745
M5,2024,Africa,Grey,Hybrid,Manual,4.1,57509,86204,975
i3,2023,Africa,Blue,Diesel,Manual,2.2,120362,61428,8996
3 Series,2022,Africa,Silver,Petrol,Manual,3.2,63013,33213,8482
M3,2020,North America,White,Petrol,Manual,2.9,34213,90002,241
X6,2024,Africa,Blue,Petrol,Automatic,4.7,132739,31217,1374
X1,2021,North America,Black,Electric,Manual,2.3,46262,75793,795
